workerid,class,predicate,slide_number,response
4,human,sad,23,0.67
4,human,playful,24,0.63
4,color,black,25,0
4,value,prestigious,26,0.47
4,age,old-time,27,0.35
4,value,pleasant,28,0.84
4,nationality,Vietnamese,29,0
4,color,yellow,30,0
4,X,token,31,0.59
4,physical,spicy,32,0.43
5,speed,fast,3,0.63
5,physical,lacy,4,0.2
5,age,young,5,0.45
5,material,wooden,6,1
5,location,internal,7,0.66
5,color,yellow,8,0.94
5,speed,speedy,9,0.36
5,age,old-time,10,0.49
5,color,green,11,0
5,human,playful,12,0.8
5,physical,sweet,13,0.86
5,location,closest,14,1
5,human,entrepreneurial,15,0.32
5,nationality,international,16,0.15
5,age,junior,17,0.61
5,value,lavish,18,0.13
5,X,token,19,0
5,dimension,biggest,20,1
5,nationality,Vietnamese,21,0.73
5,nationality,Japanese,22,0.73
5,location,overhead,23,0.1
5,nationality,European,24,0.18
5,shape,square,25,0
5,nationality,English,26,0.4
5,X,individual,27,1
5,temporal,daily,28,0
5,human,professional,29,0
5,value,best,30,1
5,age,new,31,0
5,physical,smooth,32,0.2
6,age,new,3,0.16
6,nationality,national,4,0.87
6,nationality,English,5,1
6,value,prestigious,6,0.16
6,shape,square,7,0
6,physical,lacy,8,0.27
6,age,junior,9,0.09
6,speed,slow,10,0.78
6,material,wooden,11,0.05
6,value,lavish,12,0.65
6,speed,fast,13,0.77
6,physical,frozen,14,0
6,temporal,everyday,15,0.22
6,temporal,daily,16,0
6,location,overhead,17,0
6,human,sad,18,1
6,age,old,19,1
6,human,selfish,20,0.99
6,dimension,long,21,1
6,X,potential,22,0.8
6,material,gold,23,0
6,value,favorite,24,0.93
6,value,best,25,1
6,value,exciting,26,1
6,human,playful,27,1
6,dimension,open,28,0.78
6,human,creative,29,0.87
6,X,different,30,0.36
6,dimension,thin,31,0.39
6,value,plain,32,0.65
7,temporal,historical,3,0.51
7,shape,square,4,0.65
7,value,favorite,5,0.33
7,location,overhead,6,0.33
7,X,unique,7,0.35
7,human,sad,8,0.41
7,physical,lacy,9,0.41
7,dimension,thin,10,0.43
7,temporal,current,11,0.44
7,nationality,Vietnamese,12,0.4
7,human,selfish,13,0.6
7,value,exciting,14,0.61
7,age,senior,15,0.4
7,color,purple,16,0.37
7,color,blue,17,0.33
7,speed,fast,18,0.74
7,value,strange,19,0.69
7,X,mixed,20,0.58
7,X,token,21,0.59
7,age,old-time,22,0.31
7,physical,smooth,23,0.6
7,nationality,English,24,0.18
7,age,new,25,0.34
7,human,playful,26,0.78
7,material,gold,27,0.26
7,value,lavish,28,0.69
7,nationality,Brazilian,29,0.3
7,human,civilized,30,0.5
7,color,yellow,31,0.29
7,age,junior,32,0.56
8,color,blue,3,0.13
8,human,creative,4,0.8
8,dimension,open,5,0
8,color,purple,6,0.11
8,nationality,Brazilian,7,0.05
8,nationality,English,8,0.26
8,location,overhead,9,0
8,nationality,Japanese,10,0.04
8,physical,frozen,11,0
8,nationality,national,12,0.08
8,physical,lacy,13,0
8,human,sad,14,0.56
8,X,mixed,15,0.14
8,value,plain,16,0.49
8,temporal,everyday,17,0.54
8,color,green,18,0.14
8,human,civilized,19,0.33
8,X,potential,20,0.87
8,shape,circular,21,0.29
8,X,unique,22,0.91
8,location,internal,23,0
8,location,closest,24,0
8,dimension,biggest,25,0
8,nationality,international,26,0.01
8,nationality,European,27,0.13
8,value,exciting,28,1
8,X,individual,29,0.04
8,physical,spicy,30,1
8,value,pleasant,31,0.88
8,dimension,thin,32,0.21
