"","workerid","noun","nounclass","predicateposition","predicate","correctresponse","correctclass"
"36",1,"cheese","food","predicate1","good",0.96,"quality"
"37",1,"eyes","body","predicate1","square",0.97,"shape"
"38",1,"cheese","food","predicate1","short",0.96,"size"
"39",1,"eyes","body","predicate1","tiny",0.96,"size"
"40",1,"thing","thing","predicate1","soft",0.97,"texture"
"41",1,"thing","thing","predicate1","square",0.96,"shape"
"42",1,"hair","body","predicate1","fresh",0.97,"age"
"43",1,"hair","body","predicate1","plastic",0.03,"material"
"44",1,"cheese","food","predicate1","brown",0.02,"color"
"45",1,"eyes","body","predicate1","red",0.02,"color"
"46",1,"thing","thing","predicate1","purple",0.02,"color"
"47",1,"apple","food","predicate1","fresh",0.97,"age"
"48",1,"thing","thing","predicate1","small",0.98,"size"
"49",1,"apple","food","predicate1","rotten",0.02,"age"
"50",1,"thing","thing","predicate1","purple",0.04,"color"
"51",1,"eyes","body","predicate1","round",0.96,"shape"
"52",1,"thing","thing","predicate1","brown",0.99,"color"
"53",2,"cheese","food","predicate1","short",1,"size"
"54",2,"thing","thing","predicate1","green",0,"color"
"55",2,"apple","food","predicate1","big",1,"size"
"56",2,"apple","food","predicate1","wooden",1,"material"
"57",2,"thing","thing","predicate1","long",0,"size"
"58",2,"eyes","body","predicate1","small",1,"size"
"59",2,"cheese","food","predicate1","fresh",0,"age"
"60",2,"eyes","body","predicate1","short",0.94,"size"
"61",2,"hair","body","predicate1","tiny",0.96,"size"
"62",2,"cheese","food","predicate1","wooden",0.98,"material"
"63",2,"thing","thing","predicate1","good",0.96,"quality"
"64",2,"cheese","food","predicate1","big",0,"size"
"65",2,"apple","food","predicate1","new",1,"age"
"66",2,"hair","body","predicate1","rotten",1,"age"
"67",2,"cheese","food","predicate1","soft",0,"texture"
"68",2,"thing","thing","predicate1","blue",1,"color"
"69",2,"apple","food","predicate1","tiny",0,"size"
"70",2,"eyes","body","predicate1","square",0,"shape"
"71",2,"eyes","body","predicate1","metal",1,"material"
"72",2,"eyes","body","predicate1","bad",1,"quality"
"73",2,"thing","thing","predicate1","big",1,"size"
"74",2,"cheese","food","predicate1","good",0,"quality"
"75",2,"cheese","food","predicate1","red",0.9,"color"
"76",2,"eyes","body","predicate1","huge",1,"size"
"77",2,"thing","thing","predicate1","good",0,"quality"
"78",2,"eyes","body","predicate1","red",1,"color"
"79",3,"cheese","food","predicate1","good",0.83,"quality"
"80",3,"eyes","body","predicate1","purple",0.64,"color"
"81",3,"hair","body","predicate1","red",0.28,"color"
"82",3,"cheese","food","predicate1","hard",0.79,"texture"
"83",3,"cheese","food","predicate1","good",0.82,"quality"
"84",3,"eyes","body","predicate1","blue",0.22,"color"
"85",3,"apple","food","predicate1","plastic",0.24,"material"
"86",3,"eyes","body","predicate1","big",0.77,"size"
"87",3,"apple","food","predicate1","smooth",0.37,"texture"
"88",3,"hair","body","predicate1","tiny",0.85,"size"
"89",3,"apple","food","predicate1","huge",0.58,"size"
"90",3,"apple","food","predicate1","old",0.6,"age"
"91",3,"eyes","body","predicate1","smooth",0.87,"texture"
"92",3,"eyes","body","predicate1","fresh",0.8,"age"
"93",3,"eyes","body","predicate1","good",0.72,"quality"
"94",3,"apple","food","predicate1","purple",0.24,"color"
"95",3,"cheese","food","predicate1","fresh",0.84,"age"
"96",3,"hair","body","predicate1","green",0.7,"color"
"97",3,"eyes","body","predicate1","square",0.76,"shape"
"98",3,"eyes","body","predicate1","small",0.82,"size"
"99",3,"hair","body","predicate1","blue",0.89,"color"
"100",3,"cheese","food","predicate1","long",0.83,"size"
"101",3,"eyes","body","predicate1","rotten",0.84,"age"
"102",3,"eyes","body","predicate1","soft",0.79,"texture"
"103",3,"eyes","body","predicate1","new",0.24,"age"
"104",3,"hair","body","predicate1","plastic",0.74,"material"
"105",4,"eyes","body","predicate1","wooden",0,"material"
"106",4,"hair","body","predicate1","round",0,"shape"
"107",4,"cheese","food","predicate1","small",0.99,"size"
"108",4,"eyes","body","predicate1","old",0,"age"
"109",4,"cheese","food","predicate1","fresh",1,"age"
"110",4,"eyes","body","predicate1","soft",0,"texture"
"111",4,"eyes","body","predicate1","new",0.87,"age"
"112",4,"cheese","food","predicate1","metal",0.24,"material"
"113",4,"hair","body","predicate1","long",0.78,"size"
"114",4,"hair","body","predicate1","square",0.58,"shape"
"115",4,"eyes","body","predicate1","hard",0.06,"texture"
"116",4,"hair","body","predicate1","big",0.97,"size"
"117",4,"hair","body","predicate1","new",0.04,"age"
"118",4,"thing","thing","predicate1","short",0.97,"size"
"119",4,"cheese","food","predicate1","big",0.98,"size"
"120",4,"apple","food","predicate1","small",0.98,"size"
"121",4,"thing","thing","predicate1","brown",0,"color"
"122",4,"thing","thing","predicate1","rotten",1,"age"
"123",4,"cheese","food","predicate1","tiny",0.32,"size"
"124",4,"apple","food","predicate1","good",0.98,"quality"
"125",4,"apple","food","predicate1","plastic",0,"material"
"126",4,"hair","body","predicate1","fresh",0.84,"age"
"127",4,"thing","thing","predicate1","bad",0.83,"quality"
"128",4,"apple","food","predicate1","blue",0,"color"
"129",4,"cheese","food","predicate1","square",0.97,"shape"
"130",4,"apple","food","predicate1","huge",0.98,"size"
"131",5,"cheese","food","predicate1","plastic",0.17,"material"
"132",5,"eyes","body","predicate1","tiny",0.86,"size"
"133",5,"apple","food","predicate1","bad",0.91,"quality"
"134",5,"eyes","body","predicate1","old",0.94,"age"
"135",5,"apple","food","predicate1","round",0.02,"shape"
"136",5,"hair","body","predicate1","good",0.97,"quality"
"137",5,"apple","food","predicate1","fresh",0.93,"age"
"138",5,"apple","food","predicate1","good",0.91,"quality"
"139",5,"cheese","food","predicate1","blue",0.06,"color"
"140",5,"eyes","body","predicate1","wooden",0.08,"material"
"141",5,"apple","food","predicate1","purple",0.08,"color"
"142",5,"apple","food","predicate1","purple",0.02,"color"
"143",5,"apple","food","predicate1","purple",0.02,"color"
"144",5,"thing","thing","predicate1","red",0.09,"color"
"145",5,"eyes","body","predicate1","wooden",0.9,"material"
"146",5,"apple","food","predicate1","new",0.89,"age"
"147",5,"cheese","food","predicate1","green",0.09,"color"
"148",5,"hair","body","predicate1","blue",0.86,"color"
"149",5,"hair","body","predicate1","old",0.9,"age"
"150",5,"eyes","body","predicate1","square",0.09,"shape"
"151",5,"cheese","food","predicate1","wooden",0.96,"material"
"152",5,"eyes","body","predicate1","round",0.15,"shape"
"153",5,"apple","food","predicate1","new",0.13,"age"
"154",5,"thing","thing","predicate1","smooth",0.93,"texture"
"155",5,"apple","food","predicate1","long",0.91,"size"
"156",5,"cheese","food","predicate1","round",0.18,"shape"
"157",6,"cheese","food","predicate1","smooth",0.06,"texture"
"158",6,"cheese","food","predicate1","new",0.04,"age"
"159",6,"eyes","body","predicate1","wooden",0.01,"material"
"160",6,"cheese","food","predicate1","long",0.97,"size"
"161",6,"apple","food","predicate1","big",0.94,"size"
"162",6,"cheese","food","predicate1","big",0.97,"size"
"163",6,"hair","body","predicate1","fresh",0.96,"age"
"164",6,"thing","thing","predicate1","fresh",0.97,"age"
"165",6,"eyes","body","predicate1","yellow",0.05,"color"
"166",6,"apple","food","predicate1","wooden",0.05,"material"
"167",6,"cheese","food","predicate1","big",0.99,"size"
"168",6,"thing","thing","predicate1","smooth",0.97,"texture"
"169",6,"cheese","food","predicate1","red",0.06,"color"
"170",6,"thing","thing","predicate1","small",0.96,"size"
"171",6,"cheese","food","predicate1","purple",0.04,"color"
"172",6,"cheese","food","predicate1","good",0.98,"quality"
"173",6,"apple","food","predicate1","red",0.02,"color"
"174",6,"eyes","body","predicate1","small",0.97,"size"
"175",6,"cheese","food","predicate1","good",0.98,"quality"
"176",6,"thing","thing","predicate1","hard",0.96,"texture"
"177",6,"cheese","food","predicate1","short",0.96,"size"
"178",6,"eyes","body","predicate1","bad",0.97,"quality"
"179",6,"apple","food","predicate1","new",0.97,"age"
"180",6,"apple","food","predicate1","smooth",0.97,"texture"
"181",6,"thing","thing","predicate1","huge",0.97,"size"
"182",6,"hair","body","predicate1","wooden",0.03,"material"
"183",7,"eyes","body","predicate1","purple",0.27,"color"
"184",7,"apple","food","predicate1","blue",0.23,"color"
"185",7,"cheese","food","predicate1","purple",0.23,"color"
"186",7,"hair","body","predicate1","rotten",0.23,"age"
"187",7,"apple","food","predicate1","fresh",0.17,"age"
"188",7,"apple","food","predicate1","red",0.22,"color"
"189",7,"cheese","food","predicate1","tiny",0.83,"size"
"190",7,"eyes","body","predicate1","hard",0.86,"texture"
"191",7,"hair","body","predicate1","brown",0.1,"color"
"192",7,"thing","thing","predicate1","fresh",0.14,"age"
"193",7,"apple","food","predicate1","small",0.81,"size"
"194",7,"cheese","food","predicate1","blue",0.15,"color"
"195",7,"eyes","body","predicate1","soft",0.12,"texture"
"196",7,"thing","thing","predicate1","wooden",0.08,"material"
"197",7,"apple","food","predicate1","square",0.12,"shape"
"198",7,"apple","food","predicate1","round",0.13,"shape"
"199",7,"apple","food","predicate1","soft",0.16,"texture"
"200",7,"thing","thing","predicate1","hard",0.77,"texture"
"201",7,"thing","thing","predicate1","square",0.13,"shape"
"202",7,"thing","thing","predicate1","fresh",0.87,"age"
"203",7,"eyes","body","predicate1","round",0.08,"shape"
"204",7,"thing","thing","predicate1","metal",0.1,"material"
"205",7,"apple","food","predicate1","purple",0.93,"color"
"206",7,"cheese","food","predicate1","green",0.9,"color"
"207",7,"thing","thing","predicate1","rotten",0.08,"age"
"208",7,"thing","thing","predicate1","long",0.84,"size"
"209",8,"thing","thing","predicate1","big",1,"size"
"210",8,"eyes","body","predicate1","short",0.06,"size"
"211",8,"hair","body","predicate1","tiny",0.97,"size"
"212",8,"hair","body","predicate1","wooden",0.03,"material"
"213",8,"thing","thing","predicate1","red",0.05,"color"
"214",8,"apple","food","predicate1","brown",0.06,"color"
"215",8,"cheese","food","predicate1","small",0.98,"size"
"216",8,"cheese","food","predicate1","rotten",0.01,"age"
"217",8,"cheese","food","predicate1","yellow",0.97,"color"
"218",8,"thing","thing","predicate1","long",0.98,"size"
"219",8,"eyes","body","predicate1","yellow",0.02,"color"
"220",8,"apple","food","predicate1","old",0.98,"age"
"221",8,"apple","food","predicate1","hard",0.96,"texture"
"222",8,"apple","food","predicate1","blue",0.96,"color"
"223",8,"cheese","food","predicate1","blue",0.96,"color"
"224",8,"cheese","food","predicate1","old",0.96,"age"
"225",8,"cheese","food","predicate1","huge",0.94,"size"
"226",8,"eyes","body","predicate1","soft",0.98,"texture"
"227",8,"eyes","body","predicate1","square",0.05,"shape"
"228",8,"apple","food","predicate1","old",0.98,"age"
"229",8,"apple","food","predicate1","good",0.96,"quality"
"230",8,"apple","food","predicate1","plastic",0.98,"material"
"231",8,"thing","thing","predicate1","huge",0.03,"size"
"232",8,"apple","food","predicate1","plastic",0.04,"material"
"233",8,"hair","body","predicate1","bad",0.03,"quality"
"234",8,"thing","thing","predicate1","wooden",0.02,"material"
"235",9,"thing","thing","predicate1","yellow",0.11,"color"
"236",9,"apple","food","predicate1","old",0.95,"age"
"237",9,"hair","body","predicate1","new",0.91,"age"
"238",9,"cheese","food","predicate1","good",0.93,"quality"
"239",9,"apple","food","predicate1","fresh",0.89,"age"
"240",9,"cheese","food","predicate1","metal",0.06,"material"
"241",9,"apple","food","predicate1","big",0.93,"size"
"242",9,"apple","food","predicate1","smooth",0.96,"texture"
"243",9,"hair","body","predicate1","rotten",0.91,"age"
"244",9,"thing","thing","predicate1","yellow",0.11,"color"
"245",9,"apple","food","predicate1","new",0.89,"age"
"246",9,"cheese","food","predicate1","short",0.94,"size"
"247",9,"eyes","body","predicate1","square",0.95,"shape"
"248",9,"hair","body","predicate1","green",0.17,"color"
"249",9,"eyes","body","predicate1","old",0.91,"age"
"250",9,"cheese","food","predicate1","bad",0.05,"quality"
"251",9,"apple","food","predicate1","tiny",0.92,"size"
"252",9,"apple","food","predicate1","rotten",0.91,"age"
"253",9,"cheese","food","predicate1","yellow",0.12,"color"
"254",9,"hair","body","predicate1","soft",0.95,"texture"
"255",9,"cheese","food","predicate1","soft",0.2,"texture"
"256",9,"hair","body","predicate1","long",0.98,"size"
"257",9,"eyes","body","predicate1","metal",0.06,"material"
"258",9,"apple","food","predicate1","old",0.95,"age"
"259",9,"cheese","food","predicate1","plastic",0.07,"material"
"260",9,"thing","thing","predicate1","brown",0.93,"color"
"261",10,"apple","food","predicate1","tiny",1,"size"
"262",10,"cheese","food","predicate1","good",1,"quality"
"263",10,"apple","food","predicate1","old",0.99,"age"
"264",10,"thing","thing","predicate1","good",1,"quality"
"265",10,"hair","body","predicate1","rotten",0.99,"age"
"266",10,"cheese","food","predicate1","blue",0.02,"color"
"267",10,"thing","thing","predicate1","red",0.03,"color"
"268",10,"thing","thing","predicate1","rotten",0.02,"age"
"269",10,"hair","body","predicate1","yellow",0.03,"color"
"270",10,"apple","food","predicate1","new",0.98,"age"
"271",10,"thing","thing","predicate1","metal",0.02,"material"
"272",10,"thing","thing","predicate1","green",0.01,"color"
"273",10,"thing","thing","predicate1","good",0.02,"quality"
"274",10,"apple","food","predicate1","short",0.02,"size"
"275",10,"eyes","body","predicate1","small",0.96,"size"
"276",10,"cheese","food","predicate1","short",0.97,"size"
"277",10,"hair","body","predicate1","plastic",0.97,"material"
"278",10,"eyes","body","predicate1","tiny",0.96,"size"
"279",10,"thing","thing","predicate1","huge",0.97,"size"
"280",10,"eyes","body","predicate1","smooth",0.01,"texture"
"281",10,"eyes","body","predicate1","soft",0.05,"texture"
"282",10,"thing","thing","predicate1","old",0.98,"age"
"283",10,"apple","food","predicate1","new",0.97,"age"
"284",10,"eyes","body","predicate1","huge",0.96,"size"
"285",10,"hair","body","predicate1","fresh",0.98,"age"
"286",10,"eyes","body","predicate1","fresh",0.97,"age"
"287",11,"hair","body","predicate1","purple",0.04,"color"
"288",11,"hair","body","predicate1","round",0.02,"shape"
"289",11,"apple","food","predicate1","old",0.96,"age"
"290",11,"cheese","food","predicate1","bad",0.03,"quality"
"291",11,"hair","body","predicate1","brown",0.96,"color"
"292",11,"apple","food","predicate1","soft",0.97,"texture"
"293",11,"apple","food","predicate1","soft",0.05,"texture"
"294",11,"eyes","body","predicate1","metal",0.02,"material"
"295",11,"thing","thing","predicate1","long",0.95,"size"
"296",11,"thing","thing","predicate1","soft",0.97,"texture"
"297",11,"hair","body","predicate1","big",0.05,"size"
"298",11,"cheese","food","predicate1","new",0,"age"
"299",11,"apple","food","predicate1","rotten",0.96,"age"
"300",11,"thing","thing","predicate1","new",0.02,"age"
"301",11,"apple","food","predicate1","rotten",0.03,"age"
"302",11,"hair","body","predicate1","round",0.06,"shape"
"303",11,"thing","thing","predicate1","square",0.93,"shape"
"304",11,"hair","body","predicate1","wooden",0.98,"material"
"305",11,"apple","food","predicate1","round",0.98,"shape"
"306",11,"apple","food","predicate1","smooth",0.04,"texture"
"307",11,"cheese","food","predicate1","blue",0.03,"color"
"308",11,"apple","food","predicate1","hard",0,"texture"
"309",11,"hair","body","predicate1","small",0.98,"size"
"310",11,"apple","food","predicate1","round",0,"shape"
"311",11,"cheese","food","predicate1","new",0.99,"age"
"312",11,"apple","food","predicate1","metal",0.06,"material"
"313",12,"apple","food","predicate1","square",0,"shape"
"314",12,"cheese","food","predicate1","huge",0.14,"size"
"315",12,"cheese","food","predicate1","hard",0.91,"texture"
"316",12,"eyes","body","predicate1","brown",0.01,"color"
"317",12,"thing","thing","predicate1","short",0.65,"size"
"318",12,"thing","thing","predicate1","hard",0.07,"texture"
"319",12,"apple","food","predicate1","wooden",0.06,"material"
"320",12,"apple","food","predicate1","plastic",0,"material"
"321",12,"eyes","body","predicate1","tiny",0.99,"size"
"322",12,"cheese","food","predicate1","fresh",0.99,"age"
"323",12,"eyes","body","predicate1","big",0.88,"size"
"324",12,"apple","food","predicate1","old",0.99,"age"
"325",12,"thing","thing","predicate1","tiny",0.06,"size"
"326",12,"eyes","body","predicate1","long",0.96,"size"
"327",12,"eyes","body","predicate1","good",1,"quality"
"328",12,"cheese","food","predicate1","round",0,"shape"
"329",12,"apple","food","predicate1","plastic",0,"material"
"330",12,"eyes","body","predicate1","square",0.04,"shape"
"331",12,"cheese","food","predicate1","huge",0.92,"size"
"332",12,"cheese","food","predicate1","long",1,"size"
"333",12,"eyes","body","predicate1","huge",0.97,"size"
"334",12,"apple","food","predicate1","rotten",0.05,"age"
"335",12,"thing","thing","predicate1","brown",0.03,"color"
"336",12,"apple","food","predicate1","red",0,"color"
"337",12,"thing","thing","predicate1","bad",0.04,"quality"
"338",12,"apple","food","predicate1","old",0.98,"age"
"339",13,"eyes","body","predicate1","round",0.81,"shape"
"340",13,"apple","food","predicate1","red",0.65,"color"
"341",13,"hair","body","predicate1","good",0.69,"quality"
"342",13,"eyes","body","predicate1","small",0.3,"size"
"343",13,"hair","body","predicate1","big",0.87,"size"
"344",13,"apple","food","predicate1","wooden",0.08,"material"
"345",13,"cheese","food","predicate1","wooden",0.13,"material"
"346",13,"cheese","food","predicate1","green",0.08,"color"
"347",13,"hair","body","predicate1","hard",0.94,"texture"
"348",13,"eyes","body","predicate1","short",0.85,"size"
"349",13,"eyes","body","predicate1","big",0.86,"size"
"350",13,"hair","body","predicate1","fresh",0.9,"age"
"351",13,"cheese","food","predicate1","round",0.07,"shape"
"352",13,"hair","body","predicate1","huge",0.95,"size"
"353",13,"hair","body","predicate1","new",0.91,"age"
"354",13,"eyes","body","predicate1","old",0.95,"age"
"355",13,"hair","body","predicate1","square",0.08,"shape"
"356",13,"hair","body","predicate1","rotten",0.03,"age"
"357",13,"apple","food","predicate1","rotten",0.88,"age"
"358",13,"hair","body","predicate1","smooth",0.92,"texture"
"359",13,"thing","thing","predicate1","big",0.95,"size"
"360",13,"hair","body","predicate1","short",0.05,"size"
"361",13,"hair","body","predicate1","round",0.05,"shape"
"362",13,"eyes","body","predicate1","purple",0.04,"color"
"363",13,"thing","thing","predicate1","tiny",0.08,"size"
"364",13,"thing","thing","predicate1","smooth",0.92,"texture"
"365",14,"thing","thing","predicate1","metal",0.97,"material"
"366",14,"hair","body","predicate1","short",0.94,"size"
"367",14,"cheese","food","predicate1","hard",0.78,"texture"
"368",14,"thing","thing","predicate1","bad",0.8,"quality"
"369",14,"eyes","body","predicate1","hard",0.79,"texture"
"370",14,"thing","thing","predicate1","small",0.7,"size"
"371",14,"thing","thing","predicate1","plastic",0.22,"material"
"372",14,"eyes","body","predicate1","rotten",0.2,"age"
"373",14,"eyes","body","predicate1","old",0.15,"age"
"374",14,"apple","food","predicate1","brown",0,"color"
"375",14,"thing","thing","predicate1","new",0.94,"age"
"376",14,"apple","food","predicate1","smooth",0.95,"texture"
"377",14,"hair","body","predicate1","brown",0.89,"color"
"378",14,"apple","food","predicate1","green",0.23,"color"
"379",14,"thing","thing","predicate1","wooden",0.35,"material"
"380",14,"thing","thing","predicate1","huge",0.78,"size"
"381",14,"cheese","food","predicate1","square",0.29,"shape"
"382",14,"eyes","body","predicate1","round",0.23,"shape"
"383",14,"cheese","food","predicate1","purple",0.29,"color"
"384",14,"eyes","body","predicate1","plastic",0.43,"material"
"385",14,"hair","body","predicate1","big",0.15,"size"
"386",14,"hair","body","predicate1","long",0.93,"size"
"387",14,"cheese","food","predicate1","tiny",0.75,"size"
"388",14,"apple","food","predicate1","long",0.94,"size"
"389",14,"cheese","food","predicate1","bad",0.31,"quality"
"390",14,"cheese","food","predicate1","wooden",0.34,"material"
"391",15,"apple","food","predicate1","yellow",0.24,"color"
"392",15,"apple","food","predicate1","rotten",1,"age"
"393",15,"cheese","food","predicate1","good",0.98,"quality"
"394",15,"hair","body","predicate1","long",0.49,"size"
"395",15,"apple","food","predicate1","old",0.99,"age"
"396",15,"cheese","food","predicate1","small",0.04,"size"
"397",15,"cheese","food","predicate1","huge",0.95,"size"
"398",15,"eyes","body","predicate1","plastic",0.11,"material"
"399",15,"eyes","body","predicate1","purple",0,"color"
"400",15,"eyes","body","predicate1","wooden",0.09,"material"
"401",15,"hair","body","predicate1","green",0,"color"
"402",15,"apple","food","predicate1","new",0,"age"
"403",15,"cheese","food","predicate1","long",0.99,"size"
"404",15,"thing","thing","predicate1","rotten",0.03,"age"
"405",15,"apple","food","predicate1","old",0.95,"age"
"406",15,"hair","body","predicate1","new",0.1,"age"
"407",15,"apple","food","predicate1","purple",0.97,"color"
"408",15,"eyes","body","predicate1","huge",0.93,"size"
"409",15,"apple","food","predicate1","metal",0.03,"material"
"410",15,"cheese","food","predicate1","brown",0.01,"color"
"411",15,"thing","thing","predicate1","round",0.13,"shape"
"412",15,"apple","food","predicate1","wooden",0,"material"
"413",15,"hair","body","predicate1","old",0,"age"
"414",15,"apple","food","predicate1","tiny",1,"size"
"415",15,"hair","body","predicate1","red",0,"color"
"416",15,"cheese","food","predicate1","bad",0,"quality"
"417",16,"hair","body","predicate1","green",0.01,"color"
"418",16,"hair","body","predicate1","red",0.04,"color"
"419",16,"eyes","body","predicate1","good",0.06,"quality"
"420",16,"eyes","body","predicate1","yellow",0.04,"color"
"421",16,"eyes","body","predicate1","purple",0.03,"color"
"422",16,"hair","body","predicate1","new",0.95,"age"
"423",16,"thing","thing","predicate1","wooden",0.14,"material"
"424",16,"hair","body","predicate1","long",0.95,"size"
"425",16,"apple","food","predicate1","rotten",0.99,"age"
"426",16,"cheese","food","predicate1","soft",0.94,"texture"
"427",16,"apple","food","predicate1","smooth",0.03,"texture"
"428",16,"hair","body","predicate1","red",0.01,"color"
"429",16,"eyes","body","predicate1","big",0.97,"size"
"430",16,"apple","food","predicate1","good",1,"quality"
"431",16,"apple","food","predicate1","good",0.99,"quality"
"432",16,"eyes","body","predicate1","green",0.02,"color"
"433",16,"cheese","food","predicate1","metal",0.01,"material"
"434",16,"eyes","body","predicate1","green",0.98,"color"
"435",16,"hair","body","predicate1","purple",0.01,"color"
"436",16,"cheese","food","predicate1","plastic",0,"material"
"437",16,"hair","body","predicate1","wooden",0.02,"material"
"438",16,"apple","food","predicate1","fresh",0.96,"age"
"439",16,"hair","body","predicate1","fresh",0.91,"age"
"440",16,"hair","body","predicate1","blue",0.03,"color"
"441",16,"cheese","food","predicate1","big",1,"size"
"442",16,"cheese","food","predicate1","fresh",0.97,"age"
"443",17,"apple","food","predicate1","square",0.02,"shape"
"444",17,"thing","thing","predicate1","short",0.99,"size"
"445",17,"eyes","body","predicate1","long",0.57,"size"
"446",17,"hair","body","predicate1","soft",0.17,"texture"
"447",17,"thing","thing","predicate1","red",0.19,"color"
"448",17,"apple","food","predicate1","huge",0.98,"size"
"449",17,"cheese","food","predicate1","huge",0.98,"size"
"450",17,"cheese","food","predicate1","small",0.96,"size"
"451",17,"cheese","food","predicate1","huge",1,"size"
"452",17,"thing","thing","predicate1","metal",0.33,"material"
"453",17,"apple","food","predicate1","brown",0.23,"color"
"454",17,"eyes","body","predicate1","huge",0.76,"size"
"455",17,"thing","thing","predicate1","wooden",0.15,"material"
"456",17,"thing","thing","predicate1","blue",0.03,"color"
"457",17,"hair","body","predicate1","brown",0.23,"color"
"458",17,"thing","thing","predicate1","soft",0.84,"texture"
"459",17,"thing","thing","predicate1","tiny",0.46,"size"
"460",17,"hair","body","predicate1","new",0.19,"age"
"461",17,"hair","body","predicate1","big",0.62,"size"
"462",17,"apple","food","predicate1","smooth",0.86,"texture"
"463",17,"apple","food","predicate1","purple",0.81,"color"
"464",17,"eyes","body","predicate1","fresh",0.41,"age"
"465",17,"hair","body","predicate1","hard",0.7,"texture"
"466",17,"apple","food","predicate1","good",0.8,"quality"
"467",17,"cheese","food","predicate1","green",0.16,"color"
"468",17,"cheese","food","predicate1","rotten",0.22,"age"
"469",18,"cheese","food","predicate1","hard",0.12,"texture"
"470",18,"eyes","body","predicate1","plastic",0.15,"material"
"471",18,"thing","thing","predicate1","round",0.84,"shape"
"472",18,"cheese","food","predicate1","soft",0.83,"texture"
"473",18,"hair","body","predicate1","red",0.11,"color"
"474",18,"thing","thing","predicate1","bad",0.8,"quality"
"475",18,"apple","food","predicate1","long",0.88,"size"
"476",18,"eyes","body","predicate1","short",0.85,"size"
"477",18,"cheese","food","predicate1","hard",0.12,"texture"
"478",18,"eyes","body","predicate1","metal",0.09,"material"
"479",18,"apple","food","predicate1","round",0.05,"shape"
"480",18,"cheese","food","predicate1","red",0.78,"color"
"481",18,"apple","food","predicate1","brown",0.13,"color"
"482",18,"hair","body","predicate1","wooden",0.12,"material"
"483",18,"eyes","body","predicate1","green",0.87,"color"
"484",18,"cheese","food","predicate1","metal",0.08,"material"
"485",18,"apple","food","predicate1","rotten",0.8,"age"
"486",18,"thing","thing","predicate1","brown",0.07,"color"
"487",18,"thing","thing","predicate1","round",0.15,"shape"
"488",18,"hair","body","predicate1","brown",0.91,"color"
"489",18,"thing","thing","predicate1","metal",0.13,"material"
"490",18,"apple","food","predicate1","fresh",0.9,"age"
"491",18,"eyes","body","predicate1","fresh",0.84,"age"
"492",18,"thing","thing","predicate1","hard",0.9,"texture"
"493",18,"hair","body","predicate1","short",0.79,"size"
"494",18,"thing","thing","predicate1","hard",0.88,"texture"
"495",19,"apple","food","predicate1","brown",0,"color"
"496",19,"thing","thing","predicate1","square",0.16,"shape"
"497",19,"eyes","body","predicate1","metal",0.05,"material"
"498",19,"eyes","body","predicate1","round",0.01,"shape"
"499",19,"apple","food","predicate1","rotten",0.08,"age"
"500",19,"eyes","body","predicate1","soft",1,"texture"
"501",19,"hair","body","predicate1","yellow",0.02,"color"
"502",19,"hair","body","predicate1","tiny",1,"size"
"503",19,"apple","food","predicate1","square",0.97,"shape"
"504",19,"apple","food","predicate1","yellow",0,"color"
"505",19,"cheese","food","predicate1","brown",0,"color"
"506",19,"thing","thing","predicate1","metal",1,"material"
"507",19,"apple","food","predicate1","bad",1,"quality"
