workerid,predicate,noun,class,nounclass,slide_number,response,condition
5,smooth,cheese,texture,food,12,0.36,inherent
5,fresh,fan,age,furniture,13,0.15,inherent
5,soft,apple,texture,food,14,0.6,inherent
5,brown,cheese,color,food,15,0.75,inherent
5,new,couch,age,furniture,16,0.57,inherent
5,huge,apple,size,food,17,0.69,inherent
5,metal,desk,material,furniture,18,0.71,inherent
5,plastic,TV,material,furniture,19,0.65,inherent
5,short,apple,size,food,20,0.54,inherent
5,square,TV,shape,furniture,21,0.58,inherent
5,rotten,banana,age,food,22,0.77,inherent
5,big,carrot,size,food,23,0.61,inherent
5,blue,banana,color,food,24,0.64,inherent
5,old,desk,age,furniture,25,0.67,inherent
5,tiny,banana,size,food,26,0.69,inherent
5,bad,desk,quality,furniture,27,0.43,inherent
5,hard,desk,texture,furniture,28,0.33,inherent
6,purple,tomato,color,food,3,0.25,inherent
6,good,TV,quality,furniture,4,0,inherent
6,soft,TV,texture,furniture,5,0.35,inherent
6,big,tomato,size,food,6,0.22,inherent
6,square,couch,shape,furniture,7,0.26,inherent
6,yellow,TV,color,furniture,8,0.4,inherent
6,fresh,TV,age,furniture,9,0.04,inherent
6,wooden,chair,material,furniture,10,0.09,inherent
6,brown,TV,color,furniture,11,0.22,inherent
6,blue,banana,color,food,12,0.61,inherent
6,huge,tomato,size,food,13,0.12,inherent
6,short,couch,size,furniture,14,0.17,inherent
6,bad,chair,quality,furniture,15,0.11,inherent
6,rotten,desk,age,furniture,16,0.23,inherent
6,metal,desk,material,furniture,17,0.07,inherent
6,red,TV,color,furniture,18,0.24,inherent
6,green,desk,color,furniture,19,0.23,inherent
6,smooth,fan,texture,furniture,20,0.15,inherent
6,new,apple,age,food,21,0.17,inherent
6,long,fan,size,furniture,22,0.1,inherent
6,tiny,fan,size,furniture,23,0.1,inherent
6,small,tomato,size,food,24,0.08,inherent
6,plastic,fan,material,furniture,25,0.05,inherent
6,round,fan,shape,furniture,26,0,inherent
6,hard,chair,texture,furniture,27,0.1,inherent
6,old,fan,age,furniture,28,0.21,inherent
7,hard,desk,texture,furniture,3,0.34,subjective
7,metal,tomato,material,food,4,0.76,subjective
7,square,banana,shape,food,5,0.74,subjective
7,bad,apple,quality,food,6,0.8,subjective
7,purple,couch,color,furniture,7,0.11,subjective
7,soft,banana,texture,food,8,0.33,subjective
7,long,apple,size,food,9,0.2,subjective
7,old,apple,age,food,10,0.31,subjective
7,smooth,TV,texture,furniture,11,0.21,subjective
7,plastic,banana,material,food,12,0.08,subjective
7,red,carrot,color,food,13,0.21,subjective
7,small,carrot,size,food,14,0.68,subjective
7,wooden,TV,material,furniture,15,0.19,subjective
7,fresh,apple,age,food,16,0.74,subjective
7,green,fan,color,furniture,17,0.22,subjective
7,brown,desk,color,furniture,18,0.26,subjective
7,short,cheese,size,food,19,0.75,subjective
7,big,chair,size,furniture,20,0.7,subjective
7,round,chair,shape,furniture,21,0.35,subjective
7,new,carrot,age,food,22,0.7,subjective
7,good,fan,quality,furniture,23,0.9,subjective
7,huge,carrot,size,food,24,0.66,subjective
7,tiny,fan,size,furniture,25,0.74,subjective
7,blue,carrot,color,food,26,0.3,subjective
7,rotten,desk,age,furniture,27,0.35,subjective
7,yellow,carrot,color,food,28,0.29,subjective
8,brown,apple,color,food,3,0.43,inherent
8,smooth,tomato,texture,food,4,0.26,inherent
8,small,cheese,size,food,5,0.71,inherent
8,purple,carrot,color,food,6,0.1,inherent
8,tiny,TV,size,furniture,7,0.81,inherent
8,fresh,couch,age,furniture,8,0.18,inherent
8,short,banana,size,food,9,0.31,inherent
8,huge,fan,size,furniture,10,0.72,inherent
8,rotten,TV,age,furniture,11,0.03,inherent
8,round,apple,shape,food,12,0.17,inherent
8,long,couch,size,furniture,13,0.81,inherent
8,square,banana,shape,food,14,0.21,inherent
8,big,carrot,size,food,15,0.86,inherent
8,blue,carrot,color,food,16,0.01,inherent
8,plastic,carrot,material,food,17,0.01,inherent
8,new,couch,age,furniture,18,0.71,inherent
8,wooden,cheese,material,food,19,0.04,inherent
8,old,chair,age,furniture,20,0.89,inherent
8,good,tomato,quality,food,21,0.83,inherent
8,red,apple,color,food,22,0.91,inherent
8,green,couch,color,furniture,23,0.35,inherent
8,bad,carrot,quality,food,24,0.6,inherent
8,yellow,carrot,color,food,25,0.02,inherent
8,hard,couch,texture,furniture,26,0.63,inherent
8,soft,desk,texture,furniture,27,0.14,inherent
8,metal,cheese,material,food,28,0,inherent
