workerid,predicate,noun,class,nounclass,slide_number,response,condition
6,plastic,fan,material,furniture,18,1,inherent
6,smooth,apple,texture,food,19,0.56,inherent
6,hard,fan,texture,furniture,20,0.87,inherent
6,tiny,banana,size,food,21,1,inherent
6,brown,fan,color,furniture,22,1,inherent
6,square,banana,shape,food,23,0,inherent
6,purple,couch,color,furniture,24,0.82,inherent
6,blue,apple,color,food,25,0.02,inherent
6,huge,apple,size,food,26,0.94,inherent
6,big,fan,size,furniture,27,0.92,inherent
6,green,cheese,color,food,28,0.21,inherent
7,small,cheese,size,food,3,0.13,subjective
7,smooth,desk,texture,furniture,4,0.13,subjective
7,bad,cheese,quality,food,5,0.79,subjective
7,fresh,desk,age,furniture,6,0.19,subjective
7,good,carrot,quality,food,7,0.18,subjective
7,huge,chair,size,furniture,8,0.16,subjective
7,plastic,cheese,material,food,9,0.2,subjective
7,square,desk,shape,furniture,10,0.15,subjective
7,tiny,desk,size,furniture,11,0.16,subjective
7,green,TV,color,furniture,12,0.17,subjective
7,hard,tomato,texture,food,13,0.78,subjective
7,brown,TV,color,furniture,14,0.15,subjective
7,rotten,TV,age,furniture,15,0.8,subjective
7,yellow,fan,color,furniture,16,0.13,subjective
7,red,apple,color,food,17,0.12,subjective
7,long,couch,size,furniture,18,0.17,subjective
7,soft,chair,texture,furniture,19,0.4,subjective
7,blue,carrot,color,food,20,0.2,subjective
7,round,cheese,shape,food,21,0.19,subjective
7,big,couch,size,furniture,22,0.16,subjective
7,wooden,chair,material,furniture,23,0.14,subjective
7,metal,TV,material,furniture,24,0.15,subjective
7,short,cheese,size,food,25,0.19,subjective
7,new,tomato,age,food,26,0.74,subjective
7,purple,couch,color,furniture,27,0.18,subjective
7,old,carrot,age,food,28,0.23,subjective
8,blue,carrot,color,food,3,0.04,subjective
8,smooth,desk,texture,furniture,4,0.6,subjective
8,soft,carrot,texture,food,5,0.66,subjective
8,purple,couch,color,furniture,6,0.15,subjective
8,bad,apple,quality,food,7,0.59,subjective
8,old,apple,age,food,8,0.71,subjective
8,square,banana,shape,food,9,0.06,subjective
8,small,desk,size,furniture,10,0.66,subjective
8,huge,banana,size,food,11,0.48,subjective
8,brown,fan,color,furniture,12,0.08,subjective
8,hard,chair,texture,furniture,13,0.57,subjective
8,wooden,chair,material,furniture,14,0.05,subjective
8,new,desk,age,furniture,15,0.41,subjective
8,green,cheese,color,food,16,0.06,subjective
8,tiny,tomato,size,food,17,0.55,subjective
8,metal,fan,material,furniture,18,0.09,subjective
8,good,carrot,quality,food,19,0.76,subjective
8,round,carrot,shape,food,20,0.25,subjective
8,plastic,fan,material,furniture,21,0.07,subjective
8,rotten,chair,age,furniture,22,0.75,subjective
8,fresh,cheese,age,food,23,0.55,subjective
8,long,fan,size,furniture,24,0.53,subjective
8,short,chair,size,furniture,25,0.63,subjective
8,yellow,carrot,color,food,26,0.12,subjective
8,red,chair,color,furniture,27,0.04,subjective
8,big,carrot,size,food,28,0.57,subjective
